id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7316482063,birmingham,4000,2002,toyota,echo,excellent,4 cylinders,gas,155000,clean,automatic,JTDBT123520243495,fwd,compact,sedan,blue,al
7316478418,birmingham,3900,2009,hyundai,elantra,,4 cylinders,gas,162005,clean,automatic,KMHDU46D49U684737,rwd,,sedan,white,al
7316471857,birmingham,3000,2004,chevrolet,blazer,good,6 cylinders,gas,131500,clean,automatic,,4wd,mid-size,SUV,white,al
7316469500,birmingham,2800,2009,nissan,versa,,,gas,109000,rebuilt,automatic,,,,,,al
7316429417,birmingham,2500,1995,bmw,525i,fair,6 cylinders,gas,110661,clean,automatic,WBAHD6322SGK86772,rwd,mid-size,sedan,white,al
7316423933,birmingham,53000,2006,,Sterling Acterra,,,diesel,160322,clean,automatic,,,,,,al
7316422333,birmingham,33590,2014,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923,clean,other,3GTP1VEC4EG551563,,,pickup,white,al
7316419757,birmingham,12500,2008,gmc,yukon xl,excellent,8 cylinders,gas,177326,clean,automatic,,rwd,full-size,SUV,black,al
7316411064,birmingham,15990,2017,ford,c-max hybrid se wagon 4d,good,,hybrid,48195,clean,other,1FADP5AU1HL114567,fwd,,wagon,blue,al
7316397515,birmingham,2500,2008,honda,accord,good,6 cylinders,gas,204561,clean,automatic,,fwd,full-size,sedan,silver,al
7316396026,birmingham,20995,2011,chevrolet,silverado 1500 ltz crew cab 4wd,,,,137701,,automatic,3GCPKTE30BG264332,4wd,,pickup,,al
7316395026,birmingham,25995,2015,chevrolet,silverado 1500 lt crew cab 4wd,,,,151681,,automatic,3GCUKREC2FG257362,4wd,,pickup,,al
7316393935,birmingham,31995,2014,chevrolet,silverado 1500 2lt crew cab long box 4wd,,,,66738,,automatic,3GCUKREC8EG123888,4wd,,pickup,,al
7316384231,birmingham,5500,1978,ford,f-150,good,8 cylinders,gas,239000,clean,automatic,,,full-size,truck,green,al
7316383863,birmingham,29000,2005,ford,f750,,,diesel,77124,clean,automatic,,,,,,al
7316368518,birmingham,27990,2012,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696,clean,other,1GT220CG8CZ231238,4wd,,pickup,black,al
7316349679,birmingham,24990,2018,gmc,canyon extended cab pickup,good,,other,32329,clean,other,1GTH5BEA5J1215726,,,pickup,,al
7316337545,birmingham,10990,2011,mercedes-benz,ml350,excellent,6 cylinders,gas,119172,clean,automatic,,4wd,,SUV,,al
7316330293,birmingham,3300,1999,chrysler,300m,,6 cylinders,gas,162026,clean,automatic,2C3HE66G5XH565608,fwd,,sedan,,al
7316328729,birmingham,27000,1954,ford,f100,,,gas,6000,clean,manual,,,,,,al
7316307800,birmingham,27995,2017,ford,f-150,,,gas,101000,clean,automatic,,4wd,,,,al
7316282669,birmingham,8100,2011,ford,escape,excellent,6 cylinders,hybrid,140000,clean,automatic,,fwd,,SUV,white,al
7316262914,birmingham,20000,1979,chevrolet,malibu,like new,8 cylinders,gas,1234,clean,automatic,,rwd,,,black,al
7316244350,birmingham,3999,2003,infiniti,g35 sedan,,6 cylinders,gas,233830,clean,automatic,JNKCV51E23M327551,rwd,,sedan,,al
7316237340,birmingham,0,2019,chevrolet,silverado 1500,excellent,8 cylinders,gas,25127,clean,automatic,3GCUYGED2KG277424,4wd,,truck,red,al
7316229137,birmingham,23500,1970,chevrolet,monte carlo,excellent,,gas,18678,clean,automatic,,,,,,al
7316213984,birmingham,5300,2009,jeep,grand cherokee laredo,excellent,6 cylinders,gas,178000,clean,automatic,,4wd,,,,al
7316211151,birmingham,0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,al
7316206718,birmingham,45900,2017,,Maserati Levante,,6 cylinders,gas,36083,clean,automatic,ZN661XUA1HX210904,,,SUV,white,al
7316198338,birmingham,0,2017,chevrolet,silverado 2500hd 4x4,like new,8 cylinders,diesel,102000,clean,automatic,,4wd,full-size,truck,silver,al
7316187372,birmingham,5500,1974,mercedes-benz,1929 ssk replica,good,4 cylinders,gas,9999,clean,automatic,,rwd,mid-size,convertible,yellow,al
7316170760,birmingham,3500,1996,chevrolet,tahoe,excellent,8 cylinders,gas,237000,clean,automatic,,4wd,full-size,offroad,black,al
7316163074,birmingham,16902,2020,toyota,corolla,,,gas,11692,clean,automatic,5YFDPRAE6LP106166,fwd,,,black,al
7316163069,birmingham,12307,2018,kia,soul,,,gas,95056,clean,automatic,KNDJP3A58J7592011,fwd,,,red,al
7316163057,birmingham,37500,2018,ford,f-150,,,gas,30026,clean,automatic,1FTEW1EP0JFD83808,4wd,,,blue,al
7316163025,birmingham,21688,2020,nissan,kicks,,,gas,7575,clean,automatic,3N1CP5DV4LL500636,fwd,,,,al
7316160104,birmingham,29990,2016,chevrolet,colorado extended cab,good,6 cylinders,gas,17302,clean,other,1GCHTCE37G1186784,4wd,,pickup,red,al
7316160083,birmingham,35590,2010,chevrolet,corvette convertible,good,8 cylinders,gas,31879,clean,other,1G1YC3DW6A5101146,rwd,,other,red,al
7316159423,birmingham,18977,2017,kia,sorento,,,gas,70014,clean,automatic,5XYPH4A59HG319380,fwd,,,,al
7316159405,birmingham,6877,2007,nissan,pathfinder,,,gas,155471,clean,automatic,5N1AR18U67C618936,rwd,,,,al
7316156727,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7316142184,birmingham,12500,2015,volkswagen,passat tdi,excellent,,diesel,101000,clean,automatic,,,,,white,al
7316100915,birmingham,27998,2008,porsche,cayman,,6 cylinders,gas,69505,clean,automatic,WP0AA29878U760792,rwd,,coupe,black,al
7316080522,birmingham,0,2015,mercedes-benz,s-class,,8 cylinders,gas,78807,clean,automatic,,4wd,full-size,sedan,grey,al
7316065114,birmingham,6800,2004,mercedes-benz,clk320,good,6 cylinders,gas,116700,clean,automatic,,rwd,,convertible,silver,al
7316031977,birmingham,45000,2017,chevrolet,silverado,excellent,8 cylinders,gas,92000,clean,automatic,,4wd,full-size,truck,red,al
7316018962,birmingham,2550,2004,cadillac,srx,,6 cylinders,gas,224105,clean,automatic,1GYEE637740189703,rwd,,SUV,white,al
7316014990,birmingham,12500,2015,ford,taurus,like new,,gas,90000,clean,automatic,,fwd,,,white,al
7316005652,birmingham,3800,2011,nissan,altima,,,gas,155000,rebuilt,automatic,,,,,,al
7315998032,birmingham,2500,1987,,1987 Saab 900 Turbo,fair,4 cylinders,gas,125000,clean,manual,,fwd,mid-size,coupe,silver,al
7315970659,birmingham,2975,2006,,Suzuki XL-7,,6 cylinders,gas,217353,clean,automatic,JS3TY92V164101599,rwd,,SUV,white,al
7315958516,birmingham,7980,2013,bmw,x3,,4 cylinders,gas,156295,,manual,5UXWX9C54D0A21202,rwd,,SUV,white,al
7315946617,birmingham,7800,2005,honda,accord ex-l,excellent,4 cylinders,gas,155000,clean,manual,,,,,,al
7315946365,birmingham,9000,2008,mazda,miata mx-5,excellent,4 cylinders,gas,56700,clean,automatic,JM1NC25F570128735,rwd,compact,convertible,white,al
7315941653,birmingham,5980,2005,cadillac,sts,,8 cylinders,gas,129448,,automatic,1G6DC67A350157025,rwd,,sedan,white,al
7315938243,birmingham,13500,2000,chevrolet,corvette,like new,8 cylinders,gas,92000,clean,manual,,,mid-size,hatchback,black,al
7315932100,birmingham,19950,1955,chevrolet,bel air,good,8 cylinders,gas,96867,clean,automatic,,rwd,full-size,sedan,green,al
7315923364,birmingham,5980,2005,acura,tl,,6 cylinders,gas,179721,,automatic,19UUA66295A053616,fwd,,sedan,silver,al
7315914029,birmingham,2675,1996,toyota,camry,,4 cylinders,gas,164719,clean,automatic,4T1BG12K4TU920697,fwd,,sedan,green,al
7315903985,birmingham,5980,2006,nissan,murano,,6 cylinders,gas,178388,,automatic,JN8AZ08T36W405014,fwd,,SUV,white,al
7315892725,birmingham,34995,2018,ram,2500,,,diesel,211000,clean,automatic,,4wd,,,,al
7315883471,birmingham,6980,2011,kia,sorento,,6 cylinders,gas,182321,,other,5XYKW4A20BG104807,rwd,,SUV,,al
7315873690,birmingham,31990,2017,jeep,wrangler sport s utility 2d,good,6 cylinders,gas,891,clean,other,1C4AJWAG1HL698869,4wd,,other,white,al
7315862871,birmingham,6980,2008,toyota,avalon,,6 cylinders,gas,158888,,automatic,4T1BK36B28U302953,fwd,,sedan,silver,al
7315861135,birmingham,11500,2013,honda,odyssey ex,good,,gas,92000,clean,automatic,,,,van,silver,al
7315849335,birmingham,987654321,1960,chevrolet,,,,gas,999999,clean,manual,,,,,,al
7315847287,birmingham,2600,2000,buick,lesabre,,6 cylinders,gas,212061,clean,automatic,1G4HR54K6YU316195,fwd,,sedan,blue,al
7315842139,birmingham,4980,2007,ford,edge,,6 cylinders,gas,178095,,automatic,2FMDK46C87BA54266,4wd,,sedan,white,al
7315832990,birmingham,26995,2015,ford,f-350,,,diesel,247000,clean,automatic,,4wd,,,,al
7315826530,birmingham,27990,2014,toyota,tacoma access cab pickup,good,,other,17805,clean,other,5TFTX4CN3EX042751,,,pickup,red,al
7315826388,birmingham,32990,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,30041,clean,other,1C4BJWDG5HL705371,4wd,,other,silver,al
7315822644,birmingham,34995,2018,ram,1500,,,gas,104000,clean,automatic,,rwd,,,,al
7315820454,birmingham,5980,2010,gmc,terrain,,4 cylinders,gas,208359,,manual,2CTALFEW0A6326745,rwd,,SUV,red,al
7315819285,birmingham,4500,2014,ford,f250 xl,,,gas,250000,clean,automatic,,,,,,al
7315799907,birmingham,5480,2013,chevrolet,captiva sport,,4 cylinders,gas,182711,,automatic,3GNFL3EK8DS506789,fwd,,SUV,grey,al
7315785227,birmingham,16990,2016,kia,forte koup ex coupe 2d,good,,gas,17631,clean,other,KNAFX6A8XG5647822,fwd,,coupe,,al
7315785215,birmingham,37590,2019,ford,f150 supercrew cab xl,good,6 cylinders,gas,8663,clean,other,1FTEW1CP2KKC65268,,,pickup,,al
7315780240,birmingham,3975,2010,chevrolet,cobalt,,4 cylinders,gas,162455,clean,automatic,1G1AF5F59A7187839,fwd,,sedan,silver,al
7315780175,birmingham,6480,2008,buick,enclave,,6 cylinders,gas,183858,,automatic,5GAER23768J133952,rwd,,SUV,,al
7315759709,birmingham,22900,2013,dodge,grand caravan,,6 cylinders,gas,68228,clean,automatic,2C4RDGEG1DR649621,fwd,,,silver,al
7315746793,birmingham,24997,2014,mercedes-benz,m-class,,8 cylinders,gas,82553,clean,automatic,4JGDA7DBXEA336979,,,SUV,blue,al
7315741039,birmingham,6700,2011,nissan,murano,excellent,6 cylinders,gas,184000,clean,automatic,,,,,silver,al
7315720016,birmingham,26500,2019,nissan,rogue sport,,,gas,9975,clean,automatic,JN1BJ1CR1KW311221,,,,red,al
7315720022,birmingham,27988,2020,nissan,altima,,,gas,15139,clean,automatic,1N4BL4FW4LC155761,,,,blue,al
7315719969,birmingham,20870,2019,infiniti,qx30,,,gas,29938,clean,automatic,SJKCH5CP1KA009165,fwd,,,red,al
7315719954,birmingham,26988,2018,nissan,pathfinder,,,gas,24274,clean,automatic,5N1DR2MM1JC613563,4wd,,,white,al
7315718861,birmingham,19990,2017,subaru,legacy 2.5i premium sedan,good,,gas,10309,clean,other,4S3BNAC6XH3051466,,,sedan,white,al
7315717381,birmingham,19877,2011,ram,2500,,,diesel,183284,clean,automatic,3D7TP2CL9BG533799,,,,white,al
7315717357,birmingham,11977,2015,gmc,terrain,,,gas,106591,clean,automatic,2GKALSEKXF6413341,fwd,,,silver,al
7315683764,birmingham,29998,2014,mercedes-benz,cls,,8 cylinders,gas,57406,clean,automatic,,rwd,full-size,sedan,grey,al
7315671284,birmingham,0,2018,mercedes-benz,e-class,,4 cylinders,gas,34099,clean,automatic,,rwd,mid-size,sedan,black,al
7315670261,birmingham,12895,1991,chevrolet,corvette,,8 cylinders,gas,43725,clean,automatic,1G1YY238XM5105316,rwd,,hatchback,,al
7315607166,birmingham,3650,1999,jeep,grand cherokee,,6 cylinders,gas,151379,clean,automatic,1J4G258SXXC735664,rwd,,SUV,blue,al
7315603628,birmingham,8500,2006,rover,,good,8 cylinders,gas,139445,clean,automatic,,4wd,full-size,SUV,white,al
7315582673,birmingham,3299,2003,chevrolet,cavalier,,4 cylinders,gas,176354,clean,automatic,1G1JC12F837128347,fwd,,coupe,,al
7315552491,birmingham,4499,2005,toyota,camry,,4 cylinders,gas,170687,clean,automatic,4T1BE32K55U090199,fwd,,sedan,blue,al
7315547296,birmingham,0,2017,ford,expedition el,,6 cylinders,gas,82254,clean,automatic,,rwd,full-size,SUV,black,al
7315536101,birmingham,5940,2011,kia,soul,,4 cylinders,gas,163385,,manual,KNDJT2A23B7712004,rwd,,wagon,white,al
7315518205,birmingham,3999,2009,volvo,s60,,5 cylinders,gas,182005,clean,automatic,YV1RS592192724102,fwd,,sedan,silver,al
7315518138,birmingham,8980,2011,jeep,grand cherokee,,6 cylinders,,173787,,manual,1J4RS4GG8BC644367,rwd,,SUV,silver,al
7315506908,birmingham,4950,2001,toyota,4runner limited,,6 cylinders,gas,266000,clean,automatic,,rwd,,SUV,white,al
7315498556,birmingham,4980,2010,chevrolet,traverse,,6 cylinders,gas,208122,,manual,1GNLVEED4AS107976,rwd,,SUV,silver,al
7315477708,birmingham,4400,2006,buick,lacrosse,,6 cylinders,gas,124201,clean,automatic,2G4WC582961280594,fwd,,sedan,white,al
7315477644,birmingham,8980,2010,dodge,charger,,8 cylinders,gas,207260,,automatic,2B3CA5CT3AH172325,rwd,,sedan,black,al
7315472611,birmingham,33590,2014,toyota,tundra crewmax sr5 pickup,good,,other,55251,clean,other,5TFEY5F15EX169621,,,pickup,red,al
7315472435,birmingham,39590,2020,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,1419,clean,other,1FA6P8CF5L5136223,rwd,,coupe,white,al
7315472446,birmingham,26590,2017,honda,pilot lx sport utility 4d,good,6 cylinders,gas,13836,clean,other,5FNYF5H14HB023578,,,other,blue,al
7315467479,birmingham,21990,2018,buick,regal sportback preferred,good,,gas,4988,clean,other,W04GL6SX4J1075339,fwd,,sedan,white,al
7315467324,birmingham,19990,2017,hyundai,sonata plug-in hybrid,good,,hybrid,29254,clean,manual,KMHE54L2XHA065127,fwd,,sedan,white,al
7315467192,birmingham,30990,2019,ford,ranger supercrew xl pickup,good,,other,1834,clean,other,1FTER4EH3KLA31326,,,pickup,black,al
7315455723,birmingham,6980,2006,nissan,pathfinder,,6 cylinders,gas,146779,,automatic,5N1AR18U66C639557,rwd,,SUV,silver,al
7315432897,birmingham,4100,2010,hyundai,elantra touring,,4 cylinders,gas,130206,rebuilt,manual,KMHDC8AE1AU064894,fwd,,wagon,grey,al
7315432820,birmingham,7980,2015,kia,forte,,4 cylinders,gas,121682,,automatic,KNAFX4A84F5265692,fwd,,sedan,black,al
7315409578,birmingham,9980,2013,infiniti,jx35,,6 cylinders,gas,171226,,automatic,5N1AL0MN7DC303102,fwd,,SUV,white,al
7315387122,birmingham,19500,2008,ram,3500,good,6 cylinders,diesel,161000,clean,manual,,4wd,full-size,truck,silver,al
7315384686,birmingham,2300,1997,buick,lesabre,,6 cylinders,gas,201566,clean,automatic,1G4HR52KXVH453440,fwd,,sedan,green,al
7315384602,birmingham,10980,2007,gmc,yukon xl denali,,8 cylinders,gas,181633,,automatic,1GKFK66867J219204,,,SUV,black,al
7315377651,birmingham,15000,2009,toyota,tacoma 4x4,good,6 cylinders,gas,213800,clean,automatic,,4wd,mid-size,truck,silver,al
7315366606,birmingham,14897,2012,jeep,grand cherokee,,6 cylinders,gas,112510,clean,other,1C4RJEAG7CC119745,rwd,,SUV,silver,al
7315366439,birmingham,11400,2013,kia,sportage,,4 cylinders,gas,92986,clean,other,KNDPBCA2XD7460869,4wd,,SUV,blue,al
7315359827,birmingham,10980,2012,ford,mustang,,6 cylinders,gas,159559,,manual,1ZVBP8AMXC5284648,rwd,,coupe,silver,al
7315355524,birmingham,3500,1998,jeep,cherokee,,6 cylinders,gas,273000,clean,automatic,,4wd,,SUV,white,al
7315354216,birmingham,8950,2011,ford,f-150,excellent,6 cylinders,gas,164000,clean,automatic,1FTMF1CM6BKD55331,fwd,full-size,truck,white,al
7315349921,birmingham,4000,1972,mercedes-benz,benz,fair,6 cylinders,gas,88100,clean,automatic,1.14E+13,rwd,full-size,coupe,silver,al
7315345469,birmingham,50000,2019,toyota,tundra,like new,8 cylinders,gas,20010,clean,automatic,,4wd,full-size,truck,white,al
7315336062,birmingham,3500,2009,hyundai,accent,,4 cylinders,gas,111387,rebuilt,automatic,KMHCN46C69U298613,fwd,,sedan,white,al
7315335997,birmingham,7480,2012,chrysler,300,,6 cylinders,gas,187910,,automatic,2C3CCAAG8CH166356,rwd,,sedan,blue,al
7315294251,birmingham,1200,2005,chevrolet,impala,fair,4 cylinders,gas,256806,clean,automatic,,fwd,mid-size,sedan,blue,al
7315329101,birmingham,8888,2005,nissan,altima 3.5 sl,excellent,6 cylinders,gas,53320,clean,automatic,,fwd,mid-size,sedan,brown,al
7315296502,birmingham,26990,2016,toyota,tacoma,,6 cylinders,gas,102089,clean,automatic,3TMAZ5CN5GM007838,rwd,,pickup,grey,al
7315262722,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7315259946,birmingham,98900,2001,ferrari,360 modena,good,8 cylinders,gas,20187,clean,automatic,ZFFYT53A110125703,rwd,mid-size,convertible,red,al
7315258127,birmingham,15277,2017,mini,cooper,,,gas,94893,clean,manual,WMWWG5C53H3A81340,fwd,,,silver,al
7315258080,birmingham,17977,2012,toyota,4runner,,,gas,182263,clean,automatic,JTEBU5JR5C5092958,4wd,,,black,al
7315253314,birmingham,12250,2007,toyota,4runner sport edition,,,gas,189000,clean,automatic,,,,,,al
7315206704,birmingham,35495,,,Series,,4 cylinders,gas,14000,clean,automatic,3MW5R1J08L8B21625,rwd,,sedan,white,al
7315177514,birmingham,16500,2011,ford,f250 super duty,excellent,8 cylinders,gas,201766,clean,automatic,,4wd,full-size,truck,white,al
7315145734,birmingham,5800,2001,ford,crown vic,,,gas,105000,clean,automatic,,,,,,al
7315136222,birmingham,3999,2006,pontiac,grand prix,,6 cylinders,gas,207238,clean,automatic,2G2WP552061255472,fwd,,sedan,white,al
7315125503,birmingham,6000,2011,acura,mdx,good,6 cylinders,gas,197331,clean,automatic,,,,SUV,black,al
7315110575,birmingham,9400,2008,mercedes-benz,benz c350,good,6 cylinders,gas,129473,clean,automatic,WDDGF56X68F140907,rwd,full-size,sedan,silver,al
7315109151,birmingham,3850,2003,dodge,durango,,8 cylinders,gas,215604,clean,automatic,1D4HR38N13F620886,rwd,,SUV,blue,al
7315094967,birmingham,7900,2013,nissan,pathfinder,good,6 cylinders,gas,152400,clean,automatic,,fwd,mid-size,SUV,white,al
7315075822,birmingham,4300,2012,kia,soul,,4 cylinders,gas,174053,clean,automatic,KNDJT2A56C7421511,fwd,,wagon,silver,al
7315037003,birmingham,2800,2006,ford,taurus,,6 cylinders,gas,230108,clean,automatic,1FAFP53U56A238775,fwd,,sedan,white,al
7315016146,birmingham,27995,2012,ford,f250 super duty,,,gas,47380,clean,automatic,1FDBF2A66CEC73016,,,,white,al
7314992967,birmingham,3900,2010,chevrolet,cobalt,,4 cylinders,gas,162218,clean,automatic,1G1AD5F56A7158983,fwd,,sedan,silver,al
7314988246,birmingham,0,2017,chevrolet,silverado 2500 z71 4x4,like new,8 cylinders,diesel,102000,clean,automatic,,4wd,full-size,truck,silver,al
7314972947,birmingham,0,2016,ram,3500 laramie 4x4,like new,6 cylinders,diesel,120000,clean,automatic,,4wd,full-size,truck,black,al
7314967754,birmingham,7300,2007,lexus,rx350,good,6 cylinders,gas,181000,clean,automatic,2T2GK31U57C025466,fwd,mid-size,SUV,white,al
7314956487,birmingham,72900,2021,chevrolet,tahoe,good,8 cylinders,gas,19129,clean,automatic,1GNSKPKD7MR102321,4wd,full-size,SUV,grey,al
7314956410,birmingham,28900,2017,audi,q7,good,6 cylinders,gas,94601,clean,automatic,WA1LAAF71HD007817,4wd,full-size,SUV,white,al
7314956329,birmingham,17000,2019,chevrolet,trax,good,4 cylinders,gas,14898,clean,automatic,3GNCJNSB9KL333431,4wd,full-size,SUV,grey,al
7314945978,birmingham,3350,2010,chevrolet,hhr,,4 cylinders,,177602,clean,automatic,3GNBABDB7AS559947,rwd,,SUV,red,al
7314941829,birmingham,199,2017,dodge,charger,,,gas,21737,clean,automatic,,,,,,al
7314938392,birmingham,5950,2007,mitsubishi,eclipse,good,4 cylinders,gas,72000,clean,manual,4A3AK24F17E042681,fwd,compact,hatchback,black,al
7314897630,birmingham,24590,2017,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784,clean,other,1GCNCNEH7HZ118773,,,pickup,white,al
7314897221,birmingham,3999,2006,honda,accord sedan,,4 cylinders,gas,253076,clean,automatic,3HGCM56406G701183,fwd,,sedan,silver,al
7314893113,birmingham,8900,2013,toyota,prius,excellent,4 cylinders,hybrid,142900,clean,automatic,JTDZN3EU6D3195340,fwd,mid-size,wagon,blue,al
7314887217,birmingham,9900,2016,,scion ia,excellent,4 cylinders,gas,21000,clean,automatic,,fwd,compact,sedan,blue,al
7314885567,birmingham,34590,2018,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,20856,clean,other,1FTEX1CBXJKD41626,,,pickup,white,al
7314885483,birmingham,39990,2019,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373,clean,other,JN1AZ4EH8KM420880,rwd,,coupe,white,al
7314885435,birmingham,30590,2016,toyota,tacoma double cab sr5,good,,other,30176,clean,other,3TMAZ5CN7GM019182,,,pickup,red,al
7314879552,birmingham,11587,2013,ford,escape,,4 cylinders,gas,215046,clean,other,1FMCU0J92DUD22213,fwd,,SUV,black,al
7314833347,birmingham,4000,2002,toyota,camry,like new,4 cylinders,gas,160000,clean,automatic,,fwd,full-size,sedan,white,al
7314848183,birmingham,2999,2007,ford,taurus,,6 cylinders,gas,162029,clean,automatic,1FAFP56U47A197052,fwd,,sedan,blue,al
7314847158,birmingham,10800,2013,toyota,camry,excellent,4 cylinders,hybrid,147000,clean,automatic,4T1BD1FK4DU076083,fwd,mid-size,sedan,grey,al
7314841846,birmingham,0,2018,infiniti,q50,excellent,6 cylinders,gas,30362,clean,automatic,JN1EV7AR5JM438023,,,sedan,white,al
7314831178,birmingham,5500,2008,nissan,altima,like new,4 cylinders,gas,150000,clean,automatic,,fwd,,sedan,white,al
7314812134,birmingham,34500,2012,bmw,x6,,8 cylinders,gas,53723,clean,automatic,5YMGZ0C57CLK14442,,,,,al
7314798728,birmingham,3200,1988,chevrolet,s10 pickup,,,gas,191000,rebuilt,automatic,,,,,,al
7314779644,birmingham,500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7314769276,birmingham,19990,2020,nissan,versa,,,gas,6591,clean,automatic,3N1CN8FV7LL800790,fwd,,,black,al
7314769271,birmingham,26990,2020,nissan,frontier,,,gas,323,clean,automatic,1N6ED0CE8LN726078,rwd,,,red,al
7314769274,birmingham,31988,2019,nissan,murano,,,gas,15566,clean,automatic,5N1AZ2MJ9KN124875,fwd,,,blue,al
7314765945,birmingham,11977,2009,toyota,venza,,,gas,76662,clean,automatic,4T3BK11A39U008165,,,,red,al
7314759369,birmingham,35990,2016,dodge,challenger r/t scat pack,good,,other,18955,clean,other,2C3CDZFJ5GH184898,rwd,,coupe,black,al
7314759358,birmingham,34990,2018,ram,1500 quad cab big horn,good,6 cylinders,other,22064,clean,other,1C6RR7GG0JS247282,4wd,,pickup,silver,al
7314756426,birmingham,38995,2012,ford,f-250 super duty,,,gas,9205,clean,automatic,1FD7W2B61CEC39375,4wd,,,white,al
7314751649,birmingham,10500,2013,volkswagen,passat tdi sel,excellent,,diesel,91000,clean,automatic,,,,,black,al
7314747301,birmingham,18250,2016,ford,explorer xlt,excellent,,gas,69000,clean,automatic,,,,,blue,al
7314746017,birmingham,19900,2017,ford,explorer xlt,excellent,,gas,71000,clean,automatic,,,,,silver,al
7314744435,birmingham,10500,2014,volkswagen,jetta tdi,excellent,,diesel,52000,clean,automatic,,,,,grey,al
7314730546,birmingham,3500,1994,ford,f450,fair,8 cylinders,diesel,190000,clean,manual,,rwd,full-size,truck,white,al
7314709451,birmingham,31990,2016,chevrolet,silverado 1500,,8 cylinders,,107597,clean,automatic,3GCUKREC3GG310264,4wd,,pickup,white,al
7314708108,birmingham,0,2016,jeep,wrangler unlimited,,6 cylinders,gas,83203,clean,automatic,,4wd,mid-size,SUV,grey,al
7314668731,birmingham,6800,2005,,blue bird bus,excellent,6 cylinders,diesel,180000,clean,automatic,,rwd,full-size,bus,yellow,al
7314667373,birmingham,5500,1999,,blue bird bus,excellent,6 cylinders,diesel,220000,clean,automatic,,rwd,full-size,bus,yellow,al
7314664527,birmingham,36990,2018,toyota,4runner sr5 sport utility,good,6 cylinders,gas,21415,clean,other,JTEBU5JR4J5589139,4wd,,other,silver,al
7314664514,birmingham,23590,2017,nissan,frontier king cab sv,good,,gas,37091,clean,other,1N6BD0CT1HN724133,fwd,,pickup,red,al
7314664519,birmingham,17990,2013,subaru,xv crosstrek premium,good,,gas,57371,clean,other,JF2GPAVC1D2886375,,,hatchback,blue,al
7314664521,birmingham,30990,2017,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,31095,clean,other,1N6DD0EV9HN769618,4wd,,pickup,white,al
7314664494,birmingham,21590,2017,buick,regal premium ii sedan 4d,good,,gas,14934,clean,other,2G4GR5GX4H9146936,fwd,,sedan,white,al
7314664471,birmingham,21990,2019,toyota,camry l sedan 4d,good,,other,5607,clean,other,4T1B11HK4KU829484,,,sedan,red,al
7314656633,birmingham,16000,2016,dodge,charger,like new,6 cylinders,gas,62000,clean,automatic,,rwd,full-size,sedan,silver,al
7314654378,birmingham,1500,2005,toyota,solara,good,4 cylinders,gas,222100,clean,automatic,,fwd,full-size,sedan,silver,al
7314624461,birmingham,4500,2005,acura,mdx,,6 cylinders,gas,279000,clean,automatic,2HNYD18905H558010,,,SUV,blue,al
7314603249,birmingham,33995,2016,chevrolet,silverado 1500,,,gas,115000,clean,automatic,,4wd,,,,al
7314592793,birmingham,40000,2017,chevrolet,tahoe,like new,8 cylinders,gas,68000,clean,automatic,,rwd,full-size,SUV,silver,al
7314590934,birmingham,39900,2015,lincoln,,,,gas,51,clean,automatic,,,,,,al
7314589649,birmingham,10500,2008,infiniti,ex35,good,6 cylinders,gas,122904,clean,automatic,JNKAJ09E48M304922,rwd,full-size,wagon,black,al
7314584193,birmingham,9500,2014,toyota,prius v hybrid,good,4 cylinders,gas,136128,clean,automatic,JTDZN3EU4E3324774,fwd,mid-size,hatchback,white,al
7314583885,birmingham,12900,2014,nissan,rogue sv,good,4 cylinders,gas,120211,clean,automatic,5N1AT2MT4EC795289,fwd,full-size,SUV,red,al
7314570604,birmingham,4275,2006,jeep,liberty,,6 cylinders,gas,174132,clean,automatic,1J8GL48K06W123802,4wd,,SUV,red,al
7314565277,birmingham,3200,2006,chevrolet,trailblazer,good,6 cylinders,gas,178762,clean,automatic,,rwd,full-size,SUV,grey,al
7314539852,birmingham,10000,2010,toyota,tundra,,,gas,180000,clean,automatic,,,,,,al
7314521202,birmingham,11995,2007,chevrolet,tahoe,,,gas,170865,clean,automatic,1GNFK13077J125921,4wd,,,silver,al
7314505215,birmingham,3399,2006,buick,lacrosse,,6 cylinders,gas,160218,clean,automatic,2G4WD582061211256,fwd,,sedan,blue,al
7314488940,birmingham,17995,2017,ram,promaster 1500 cargo van,,,gas,147064,clean,automatic,3C6TRVNGXHE538740,,,,white,al
